transactionid,cardid,AmountRange,id_2,id_19,id_20,id_30,id_31,id_33,deviceType,deviceinfo,productcd,card4,card6,addr1,addr2,dist1,dist2,P_emailDomain,R_emailDomain,isFraud
3035137,12544-321-150-226,"(49.5 - 58.5]","(38911.5 - 63489.5]","(316.5 - 383.5]","(-inf - 214.5]","iOS 11.1.2","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3035723,12544-321-150-226,"(116.5 - 160.5]","(63489.5 - 87347]","(316.5 - 383.5]","(507.5 - 549.5]","iOS 11.1.2","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,"(6.5 - 7.5]",P_gmail.com,R_emailDomainNull,FALSE
3035921,12544-321-150-226,"(160.5 - 279.5]","(296641 - 426782]","(383.5 - 416.5]","(507.5 - 549.5]","Windows 7","ie 11.0 for desktop",1680x1050,desktop,Trident/7.0,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3036078,12544-321-150-226,"(49.5 - 58.5]","(112122 - 141357.5]","(266.5 - 316.5]","(-inf - 214.5]","Windows 10","ie 11.0 for desktop",id_33Null,desktop,Trident/7.0,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_yahoo.com,R_emailDomainNull,FALSE
3036365,12544-321-150-226,"(-inf - 26.5]","(87347 - 112122]","(316.5 - 383.5]","(326 - 416]",id_30Null,"samsung browser 6.2",id_33Null,mobile,"SAMSUNG SM-G950U Build/NRD90M",C,visa,debit,"(290.5 - 291.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3036395,12544-321-150-226,"(-inf - 26.5]","(-inf - 38911.5]","(-inf - 175.5]","(326 - 416]","Windows 10","chrome 62.0",id_33Null,desktop,Windows,S,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,"(377.5 - 626.5]",P_emailDomainNull,R_gmail.com,FALSE
3036406,12544-321-150-226,"(49.5 - 58.5]","(38911.5 - 63489.5]","(427.5 - 542.5]","(214.5 - 304.5]","iOS 11.1.2","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3036455,12544-321-150-226,"(49.5 - 58.5]","(426782 - +inf)","(427.5 - 542.5]","(214.5 - 304.5]","iOS 11.1.2","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3036486,12544-321-150-226,"(49.5 - 58.5]","(296641 - 426782]","(427.5 - 542.5]","(214.5 - 304.5]","iOS 11.1.2","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3036500,12544-321-150-226,"(49.5 - 58.5]","(38911.5 - 63489.5]","(427.5 - 542.5]","(214.5 - 304.5]","iOS 11.1.2","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3036589,12544-321-150-226,"(49.5 - 58.5]","(426782 - +inf)","(427.5 - 542.5]","(214.5 - 304.5]","iOS 11.1.2","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3036627,12544-321-150-226,"(49.5 - 58.5]","(-inf - 38911.5]","(316.5 - 383.5]","(-inf - 214.5]","iOS 11.1.2","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3037142,12544-321-150-226,"(75.5 - 100.5]","(63489.5 - 87347]","(175.5 - 252.5]","(326 - 416]","Mac OS X 10_11_6","chrome 57.0",1440x900,desktop,MacOS,H,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_yahoo.com,R_emailDomainNull,FALSE
3037283,12544-321-150-226,"(49.5 - 58.5]","(224296.5 - 296641]","(266.5 - 316.5]","(214.5 - 304.5]","iOS 11.1.2","mobile safari 11.0",2048x1536,mobile,"iOS Device",H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_att.net,R_emailDomainNull,FALSE
3037530,12544-321-150-226,"(49.5 - 58.5]","(224296.5 - 296641]","(427.5 - 542.5]","(-inf - 214.5]","Windows 8.1","chrome 63.0",1366x768,desktop,Windows,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3038971,12544-321-150-226,"(75.5 - 100.5]","(38911.5 - 63489.5]","(542.5 - +inf)","(507.5 - 549.5]","Mac OS X 10_12_1","safari generic",1440x900,desktop,MacOS,H,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_emailDomainNull,FALSE
3040184,12544-321-150-226,"(75.5 - 100.5]","(63489.5 - 87347]","(427.5 - 542.5]","(-inf - 214.5]","Windows 10","edge 16.0",1920x1080,desktop,Windows,R,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_aim.com,R_aim.com,FALSE
3040489,12544-321-150-226,"(75.5 - 100.5]","(112122 - 141357.5]","(-inf - 175.5]","(416 - 506.5]","Windows 10","edge 15.0",1920x1080,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3040733,12544-321-150-226,"(75.5 - 100.5]","(38911.5 - 63489.5]","(-inf - 175.5]","(416 - 506.5]","Windows 10","edge 15.0",1920x1080,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3041463,12544-321-150-226,"(-inf - 26.5]","(87347 - 112122]","(383.5 - 416.5]","(-inf - 214.5]","Windows 7","firefox 57.0",1680x1050,desktop,Windows,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3041630,12544-321-150-226,"(-inf - 26.5]","(-inf - 38911.5]","(383.5 - 416.5]","(-inf - 214.5]","Windows 7","ie 11.0 for desktop",1680x1050,desktop,Trident/7.0,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3042671,12544-321-150-226,"(75.5 - 100.5]","(63489.5 - 87347]","(383.5 - 416.5]","(416 - 506.5]","Windows 7","chrome 62.0",1920x1080,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_anonymous.com,FALSE
3043649,12544-321-150-226,"(49.5 - 58.5]","(176963 - 224296.5]","(427.5 - 542.5]","(-inf - 214.5]",Linux,"chrome 57.0",1366x768,desktop,deviceInfoNull,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_icloud.com,R_gmail.com,FALSE
3044032,12544-321-150-226,"(49.5 - 58.5]","(224296.5 - 296641]","(427.5 - 542.5]","(-inf - 214.5]","Windows 10","chrome 63.0",1920x1080,desktop,Windows,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3044339,12544-321-150-226,"(75.5 - 100.5]","(63489.5 - 87347]","(383.5 - 416.5]","(416 - 506.5]","Windows 7","ie 11.0 for desktop",1920x1080,desktop,Trident/7.0,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,"(0.5 - 6.5]",P_yahoo.com,R_yahoo.com,FALSE
3044340,12544-321-150-226,"(75.5 - 100.5]","(112122 - 141357.5]","(383.5 - 416.5]","(416 - 506.5]","Windows 7","ie 11.0 for desktop",1920x1080,desktop,Trident/7.0,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,"(0.5 - 6.5]",P_yahoo.com,R_yahoo.com,FALSE
3044341,12544-321-150-226,"(75.5 - 100.5]","(224296.5 - 296641]","(383.5 - 416.5]","(416 - 506.5]","Windows 7","ie 11.0 for desktop",1920x1080,desktop,Trident/7.0,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,"(0.5 - 6.5]",P_yahoo.com,R_yahoo.com,FALSE
3044342,12544-321-150-226,"(-inf - 26.5]","(63489.5 - 87347]","(542.5 - +inf)","(416 - 506.5]","iOS 11.1.2","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_yahoo.com,R_yahoo.com,FALSE
3044720,12544-321-150-226,"(-inf - 26.5]","(176963 - 224296.5]","(-inf - 175.5]","(596.5 - +inf)","iOS 11.1.0","mobile safari generic",1136x640,mobile,"iOS Device",H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3044945,12544-321-150-226,"(49.5 - 58.5]","(224296.5 - 296641]","(383.5 - 416.5]","(326 - 416]","Windows 10","chrome 63.0",1366x768,desktop,Windows,R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3045504,12544-321-150-226,"(-inf - 26.5]","(38911.5 - 63489.5]","(383.5 - 416.5]","(214.5 - 304.5]","Windows 7","chrome 62.0",1280x1024,desktop,Windows,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_anonymous.com,FALSE
3045648,12544-321-150-226,"(49.5 - 58.5]","(38911.5 - 63489.5]","(316.5 - 383.5]","(507.5 - 549.5]","Windows 7","chrome 63.0",1920x1080,desktop,Windows,H,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3045690,12544-321-150-226,"(49.5 - 58.5]","(38911.5 - 63489.5]","(383.5 - 416.5]","(-inf - 214.5]","Windows 7","firefox 57.0",1600x900,desktop,Windows,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_hotmail.com,R_emailDomainNull,FALSE
3047352,12544-321-150-226,"(26.5 - 36.5]","(176963 - 224296.5]","(383.5 - 416.5]","(-inf - 214.5]","Windows 7","ie 11.0 for desktop",1280x1024,desktop,Trident/7.0,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3047371,12544-321-150-226,"(49.5 - 58.5]","(-inf - 38911.5]","(316.5 - 383.5]","(507.5 - 549.5]","iOS 11.1.2","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3047397,12544-321-150-226,"(116.5 - 160.5]","(296641 - 426782]","(316.5 - 383.5]","(-inf - 214.5]","iOS 11.0.0","mobile safari 11.0",1334x750,mobile,"iOS Device",R,visa,debit,"(264.5 - 290.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_yahoo.com,R_yahoo.com,FALSE
3047565,12544-321-150-226,"(-inf - 26.5]","(87347 - 112122]","(175.5 - 252.5]","(-inf - 214.5]","Windows 8.1","chrome 63.0",1366x768,desktop,Windows,S,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_emailDomainNull,R_yahoo.com,FALSE
3048087,12544-321-150-226,"(75.5 - 100.5]","(63489.5 - 87347]","(-inf - 175.5]","(507.5 - 549.5]","Windows 10","edge 16.0",1366x768,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_anonymous.com,FALSE
3048096,12544-321-150-226,"(49.5 - 58.5]","(296641 - 426782]","(266.5 - 316.5]","(-inf - 214.5]","iOS 11.1.2","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3048583,12544-321-150-226,"(160.5 - 279.5]","(224296.5 - 296641]","(383.5 - 416.5]","(-inf - 214.5]","Windows 7","ie 11.0 for desktop",id_33Null,desktop,Trident/7.0,R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3048586,12544-321-150-226,"(160.5 - 279.5]","(224296.5 - 296641]","(383.5 - 416.5]","(-inf - 214.5]","Windows 7","ie 11.0 for desktop",id_33Null,desktop,Trident/7.0,R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3048689,12544-321-150-226,"(75.5 - 100.5]","(87347 - 112122]","(542.5 - +inf)","(214.5 - 304.5]","Windows 10","firefox 57.0",1600x900,desktop,Windows,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_anonymous.com,FALSE
3049125,12544-321-150-226,"(-inf - 26.5]","(-inf - 38911.5]","(175.5 - 252.5]","(326 - 416]","Android 6.0.1","chrome 62.0 for android",1920x1080,mobile,"SAMSUNG-SM-G870A Build/MMB29M",H,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3050021,12544-321-150-226,"(116.5 - 160.5]","(63489.5 - 87347]","(-inf - 175.5]","(596.5 - +inf)","iOS 10.2.0","mobile safari 10.0",2001x1125,mobile,"iOS Device",H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3050481,12544-321-150-226,"(58.5 - 75.5]","(38911.5 - 63489.5]","(-inf - 175.5]","(214.5 - 304.5]","Windows 7","chrome 63.0",1920x1080,desktop,Windows,H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_live.com,R_emailDomainNull,FALSE
3050725,12544-321-150-226,"(26.5 - 36.5]","(38911.5 - 63489.5]","(-inf - 175.5]","(507.5 - 549.5]","Windows 10","chrome 63.0",1920x1080,desktop,Windows,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_emailDomainNull,FALSE
3051019,12544-321-150-226,"(-inf - 26.5]","(38911.5 - 63489.5]","(427.5 - 542.5]","(-inf - 214.5]","Mac OS X 10_12_6","chrome 63.0",2880x1800,desktop,MacOS,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3051396,12544-321-150-226,"(-inf - 26.5]","(112122 - 141357.5]","(316.5 - 383.5]","(596.5 - +inf)","Android 7.0","chrome 63.0 for android",2560x1440,mobile,"SM-G920P Build/NRD90M",H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3051413,12544-321-150-226,"(58.5 - 75.5]","(38911.5 - 63489.5]","(175.5 - 252.5]","(214.5 - 304.5]","iOS 11.1.2","mobile safari 11.0",1334x750,mobile,"iOS Device",R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_aol.com,FALSE
3052003,12544-321-150-226,"(75.5 - 100.5]","(87347 - 112122]","(427.5 - 542.5]","(214.5 - 304.5]","Windows 10","edge 16.0",1920x1080,desktop,Windows,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3052354,12544-321-150-226,"(49.5 - 58.5]","(87347 - 112122]","(266.5 - 316.5]","(214.5 - 304.5]","iOS 11.0.3","mobile safari 11.0",2048x1536,mobile,"iOS Device",H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_aol.com,R_gmail.com,FALSE
3052842,12544-321-150-226,"(-inf - 26.5]","(87347 - 112122]","(427.5 - 542.5]","(-inf - 214.5]","iOS 11.1.2","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(314.5 - 325.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3053044,12544-321-150-226,"(-inf - 26.5]","(63489.5 - 87347]","(427.5 - 542.5]","(-inf - 214.5]","iOS 11.1.2","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_me.com,FALSE
3053261,12544-321-150-226,"(49.5 - 58.5]","(38911.5 - 63489.5]","(-inf - 175.5]","(416 - 506.5]","Windows 7","chrome 63.0",1360x768,desktop,Windows,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_verizon.net,R_gmail.com,FALSE
3053638,12544-321-150-226,"(75.5 - 100.5]","(176963 - 224296.5]","(-inf - 175.5]","(-inf - 214.5]","Mac OS X 10_12_6","chrome 63.0",1440x900,desktop,MacOS,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_windstream.net,R_emailDomainNull,FALSE
3054048,12544-321-150-226,"(-inf - 26.5]","(-inf - 38911.5]","(542.5 - +inf)","(596.5 - +inf)","Mac OS X 10_11_6","chrome 62.0",2880x1800,desktop,MacOS,H,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_comcast.net,R_gmail.com,FALSE
3054459,12544-321-150-226,"(116.5 - 160.5]","(112122 - 141357.5]","(542.5 - +inf)","(416 - 506.5]","Windows 10","chrome 63.0",1920x1080,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3054465,12544-321-150-226,"(116.5 - 160.5]","(176963 - 224296.5]","(542.5 - +inf)","(416 - 506.5]","Windows 10","chrome 63.0",1920x1080,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3054467,12544-321-150-226,"(116.5 - 160.5]","(176963 - 224296.5]","(542.5 - +inf)","(416 - 506.5]","Windows 10","chrome 63.0",1920x1080,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3054496,12544-321-150-226,"(116.5 - 160.5]","(426782 - +inf)","(542.5 - +inf)","(416 - 506.5]","Windows 10","chrome 63.0",1920x1080,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3054500,12544-321-150-226,"(116.5 - 160.5]","(-inf - 38911.5]","(542.5 - +inf)","(416 - 506.5]","Windows 10","chrome 63.0",1920x1080,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3054512,12544-321-150-226,"(116.5 - 160.5]","(112122 - 141357.5]","(542.5 - +inf)","(416 - 506.5]","Windows 10","chrome 63.0",1920x1080,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3054784,12544-321-150-226,"(75.5 - 100.5]","(87347 - 112122]","(266.5 - 316.5]","(214.5 - 304.5]","Mac OS X 10_11_6","safari generic",2560x1440,desktop,MacOS,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_anonymous.com,FALSE
3054821,12544-321-150-226,"(49.5 - 58.5]","(63489.5 - 87347]","(266.5 - 316.5]","(326 - 416]","iOS 11.1.2","mobile safari 11.0",1334x750,mobile,"iOS Device",H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3054907,12544-321-150-226,"(49.5 - 58.5]","(63489.5 - 87347]","(383.5 - 416.5]","(214.5 - 304.5]","iOS 11.1.2","mobile safari 11.0",2048x1536,mobile,"iOS Device",H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_yahoo.com,R_emailDomainNull,FALSE
3055506,12544-321-150-226,"(116.5 - 160.5]","(63489.5 - 87347]","(542.5 - +inf)","(416 - 506.5]","Windows 10","chrome 63.0",1920x1080,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3056302,12544-321-150-226,"(-inf - 26.5]","(112122 - 141357.5]","(316.5 - 383.5]","(416 - 506.5]","iOS 10.3.3","mobile safari 10.0",1136x640,mobile,"iOS Device",H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_aol.com,R_emailDomainNull,FALSE
3056546,12544-321-150-226,"(36.5 - 49.5]","(141357.5 - 176963]","(542.5 - +inf)","(214.5 - 304.5]","Mac OS X 10_11_6","safari generic",1440x900,desktop,MacOS,H,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3056731,12544-321-150-226,"(75.5 - 100.5]","(87347 - 112122]","(266.5 - 316.5]","(596.5 - +inf)","Windows 10","edge 15.0",1366x768,desktop,Windows,H,visa,debit,"(264.5 - 290.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_bellsouth.net,R_emailDomainNull,FALSE
3056813,12544-321-150-226,"(49.5 - 58.5]","(112122 - 141357.5]","(-inf - 175.5]","(326 - 416]","Android 8.0.0","chrome 63.0 for android",id_33Null,mobile,Pixel,R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3056964,12544-321-150-226,"(-inf - 26.5]","(141357.5 - 176963]","(-inf - 175.5]","(416 - 506.5]","iOS 11.1.2","mobile safari 11.0",1334x750,mobile,"iOS Device",H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_cox.net,R_icloud.com,FALSE
3057333,12544-321-150-226,"(58.5 - 75.5]","(87347 - 112122]","(266.5 - 316.5]","(-inf - 214.5]","iOS 11.1.2","mobile safari 11.0",1334x750,mobile,"iOS Device",H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_emailDomainNull,FALSE
3057664,12544-321-150-226,"(116.5 - 160.5]","(112122 - 141357.5]","(-inf - 175.5]","(507.5 - 549.5]","iOS 10.1.1","mobile safari 10.0",2001x1125,mobile,"iOS Device",R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_hotmail.com,R_yahoo.com,FALSE
3057831,12544-321-150-226,"(-inf - 26.5]","(112122 - 141357.5]","(383.5 - 416.5]","(-inf - 214.5]","Mac OS X 10_12_6","safari generic",1440x900,desktop,MacOS,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_hotmail.com,FALSE
3058122,12544-321-150-226,"(-inf - 26.5]","(38911.5 - 63489.5]","(175.5 - 252.5]","(416 - 506.5]","Windows 10","chrome 63.0",1280x1024,desktop,Windows,S,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_emailDomainNull,R_anonymous.com,FALSE
3058307,12544-321-150-226,"(75.5 - 100.5]","(87347 - 112122]","(383.5 - 416.5]","(507.5 - 549.5]","Windows 7","chrome 63.0",1280x1024,desktop,Windows,H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_yahoo.com,R_emailDomainNull,FALSE
3058615,12544-321-150-226,"(58.5 - 75.5]","(87347 - 112122]","(383.5 - 416.5]","(214.5 - 304.5]","Windows 7","firefox 57.0",1920x1080,desktop,Windows,R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_hotmail.com,FALSE
3059333,12544-321-150-226,"(116.5 - 160.5]","(-inf - 38911.5]","(383.5 - 416.5]","(416 - 506.5]","Windows 10","chrome 63.0",2736x1824,desktop,Windows,R,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_anonymous.com,R_yahoo.com,FALSE
3059405,12544-321-150-226,"(49.5 - 58.5]","(112122 - 141357.5]","(542.5 - +inf)","(507.5 - 549.5]","Windows 7","ie 11.0 for desktop",1440x900,desktop,Windows,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_aol.com,FALSE
3059897,12544-321-150-226,"(58.5 - 75.5]","(87347 - 112122]","(542.5 - +inf)","(507.5 - 549.5]","Windows 7","ie 11.0 for desktop",1440x900,desktop,Windows,H,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_anonymous.com,FALSE
3061139,12544-321-150-226,"(49.5 - 58.5]","(38911.5 - 63489.5]","(542.5 - +inf)","(416 - 506.5]","Windows 7","chrome 63.0",1920x1080,desktop,Windows,H,visa,debit,"(-inf - 181.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3061215,12544-321-150-226,"(-inf - 26.5]","(224296.5 - 296641]","(175.5 - 252.5]","(214.5 - 304.5]","iOS 11.2.1","mobile safari 11.0",1334x750,mobile,"iOS Device",H,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_gmail.com,FALSE
3061338,12544-321-150-226,"(279.5 - +inf)","(38911.5 - 63489.5]","(-inf - 175.5]","(507.5 - 549.5]","iOS 11.2.1","mobile safari 11.0",2208x1242,mobile,"iOS Device",H,visa,debit,"(325.5 - 337.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_yahoo.com,R_yahoo.com,FALSE
3062250,12544-321-150-226,"(116.5 - 160.5]","(63489.5 - 87347]","(-inf - 175.5]","(326 - 416]","Windows 10","chrome 62.0",1366x768,desktop,Windows,R,visa,debit,"(181.5 - 204.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_gmail.com,R_yahoo.com,FALSE
3062997,12544-321-150-226,"(-inf - 26.5]","(63489.5 - 87347]","(175.5 - 252.5]","(-inf - 214.5]","Windows 8.1","chrome 63.0",1366x768,desktop,Windows,S,visa,debit,"(337.5 - 452.5]","(86.5 - 87.5]",dist1Null,dist2Null,P_emailDomainNull,R_yahoo.com,FALSE
3063661,12544-321-150-226,"(75.5 - 100.5]","(87347 - 112122]","(266.5 - 316.5]","(214.5 - 304.5]","Mac OS X 10_9_5","safari generic",2880x1800,desktop,MacOS,R,visa,debit,"(452.5 - +inf)","(86.5 - 87.5]",dist1Null,dist2Null,P_me.com,R_comcast.net,FALSE
